Skill,Count,Percentage,Definition,Evidence,Math Example
Formula Derivation and Application,1,1.2658227848101267,Deriving and applying specialized formulas for specific physical situations.,"- ""To measure the voltage range of one galvanometer (say G1), we need to consider the maximum current $I_g$ that the galvanometer can handle. The maximum voltage across G1 would be $V_{max, G1} = I_g r_g$.""
- ""Current range = $I_g \left( 1 + \frac{r_g}{

Identified Skills:","Consider two identical galvanometers and two identical resistors with resistance $R$. If the internal resistance of the galvanometers $R_{\mathrm{C}}<R / 2$, which of the following statement(s) about ..."
Problem Representation and Translation,1,1.2658227848101267,The ability to problem representation and translation in mathematical problem-solving.,No evidence provided.,"Suppose you have a sphere tangent to the  $xy$ -plane with its center having positive  $z$ -coordinate.  If it is projected from a point  $P=(0,b,a)$  to the  $xy$ -plane, it gives the conic section  ..."
Circuit Analysis and Application of Physical Laws,1,1.2658227848101267,"Applying principles of electrical circuits (Ohm's law, resistance combinations) to analyze complex circuits.","- ""The total resistance of the circuit is $r_g + R + r_g + R = 2r_g + 2R$.""
- ""The equivalent resistance of the parallel combination is $\frac{(2R + r_g) r_g}{(2R + r_g) + r_g} = \frac{2Rr_g + r_g^2}{2R + 2r_g}$.""
- ""The voltage across G1 is $V_{G1} = I_{series} r_g$.""","Consider two identical galvanometers and two identical resistors with resistance $R$. If the internal resistance of the galvanometers $R_{\mathrm{C}}<R / 2$, which of the following statement(s) about ..."
Comparative Analysis,1,1.2658227848101267,Directly comparing different configurations to determine which best satisfies given criteria.,"- ""Comparing the voltage ranges from (A) and (B) for G1: Range (A) = $I_g (2r_g + 2R)$, Range (B) = $I_g (r_g + 2R)$. Since $r_g > 0$, Range (A) > Range (B).""","Consider two identical galvanometers and two identical resistors with resistance $R$. If the internal resistance of the galvanometers $R_{\mathrm{C}}<R / 2$, which of the following statement(s) about ..."
Case Analysis and Enumeration,1,1.2658227848101267,The ability to case analysis and enumeration in mathematical problem-solving.,No evidence provided.,"Find the number of permutations of $1, 2, 3, 4, 5, 6$ such that for each $k$ with $1$ $\leq$ $k$ $\leq$ $5$ , at least one of the first $k$ terms of the permutation is greater than $k$ ."
Problem Representation and Reformulation,1,1.2658227848101267,The ability to translate a problem into a workable mental model and reformulate it in different ways to gain new insights.,"- ""We can think of this as a prefix code problem, but with a constraint on the first symbol.""
- ""Consider the structure of the code. It is a ternary tree for the first level, and binary trees for the subsequent levels.""
- ""Consider the analogy of a source with a ternary symbol followed by binary.""","Suppose the codeword that we use to describe a random variable X always starts with a symbol chosen from the set {7, 8, 9} , followed by binary digits {0, 1}. Thus we have a ternary code for the first..."
Structural Analysis,1,1.2658227848101267,The ability to structural analysis in mathematical problem-solving.,No evidence provided.,Let  $ \mathcal G$  be the set of all finite groups with at least two elements.
Logical Deduction and Inference,1,1.2658227848101267,The ability to logical deduction and inference in mathematical problem-solving.,No evidence provided.,"We randomly choose a function $f:[n] \rightarrow[n]$, out of the $n^{n}$ possible functions. We also choose an integer $a$ uniformly at random from $[n]$. Find the probability that there exist positiv..."
Probabilistic Reasoning,1,1.2658227848101267,The ability to probabilistic reasoning in mathematical problem-solving.,No evidence provided.,"FemtoPravis is walking on an $8 \times 8$ chessboard that wraps around at its edges (so squares on the left edge of the chessboard are adjacent to squares on the right edge, and similarly for the top ..."
Set,1,1.2658227848101267,The ability to set in mathematical problem-solving.,No evidence provided.,Let  $G$  be a group with  $m$  elements and let  $H$  be a proper subgroup of  $G$  with  $n$  elements. For each  $x\in G$  we denote  $H^x = \{ xhx^{-1} \mid h \in H \}$  and we suppose that  $H^x ...
Verification and Self,1,1.2658227848101267,The ability to verification and self in mathematical problem-solving.,No evidence provided.,2.  The potential due to the line charge could be written as
Logical Negation,1,1.2658227848101267,The ability to logical negation in mathematical problem-solving.,No evidence provided.,"Find the number of permutations of $1, 2, 3, 4, 5, 6$ such that for each $k$ with $1$ $\leq$ $k$ $\leq$ $5$ , at least one of the first $k$ terms of the permutation is greater than $k$ ."
Forward Chaining,1,1.2658227848101267,The ability to forward chaining in mathematical problem-solving.,"The solver works from the given information (coin probabilities) toward the goal (probability of equal heads):
> ""The problem asks for the probability that Jackie and Phil get the same number of heads when each flips three coins...""
> [Proceeds through calculations to reach] ""The probability is 123/392.""","Jackie and Phil have two fair coins and a third coin that comes up heads with probability $\frac47$ . Jackie flips the three coins, and then Phil flips the three coins. Let $\frac {m}{n}$ be the proba..."
Systematic Exploration,1,1.2658227848101267,The ability to systematic exploration in mathematical problem-solving.,No evidence provided.,"Each lattice point with nonnegative coordinates is labeled with a nonnegative integer in such a way that the point $(0,0)$ is labeled by 0 , and for every $x, y \geq 0$, the set of numbers labeled on ..."
Constraint Propagation,1,1.2658227848101267,The ability to constraint propagation in mathematical problem-solving.,No evidence provided.,"Each lattice point with nonnegative coordinates is labeled with a nonnegative integer in such a way that the point $(0,0)$ is labeled by 0 , and for every $x, y \geq 0$, the set of numbers labeled on ..."
Set Theory Reasoning,1,1.2658227848101267,The ability to set theory reasoning in mathematical problem-solving.,"The solver uses set-theoretic principles extensively:
- ""Let A_k be the set of permutations such that (α₁...α_k) is a permutation of {1,...,k}""
- ""We are looking for the number of permutations not in A₁∪A₂∪A₃∪A₄""
- ""Using the Principle of Inclusion-Exclusion: |A₁∪A₂∪A₃∪A₄| = ∑|A_i| - ∑|A_i∩A_j| + ∑|A_i∩A_j∩A_k| - |A₁∩A₂∩A₃∩A₄|""

This shows formal manipulation of sets and application of set theory principles.","How many different permutations  $(\alpha_1 \alpha_2\alpha_3\alpha_4\alpha_5)$  of the set  $\{1,2,3,4,5\}$  are there such that  $(\alpha_1\dots \alpha_k)$  is not a permutation of the set  $\{1,\dot..."
Visual Representation,1,1.2658227848101267,The ability to visual representation in mathematical problem-solving.,"Though not explicitly shown, the solver clearly creates a mental model:
- References to ""upper trapezoid"" and ""lower trapezoid""
- Discussion of heights, bases, and parallel segments

## Primary Cognitive Skills Summary (Ranked by Importance)

1. **Symbolic Manipulation** - The most essential skill demonstrated, as the entire solution depends on setting up and solving algebraic equations representing geometric relationships.",One base of a trapezoid is $100$ units longer than the other base. The segment that joins the midpoints of the legs divides the trapezoid into two regions whose areas are in the ratio $2: 3$ . Let $x$...
Inductive Reasoning,1,1.2658227848101267,The ability to inductive reasoning in mathematical problem-solving.,The solver attempts to generalize from specific examples to a pattern.,"Anna and Berta play a game in which they take turns in removing marbles from a table. Anna takes the first turn. When at the beginning of the turn there are  $n\geq 1$  marbles on the table, then the ..."
Backtracking,1,1.2658227848101267,The ability to backtracking in mathematical problem-solving.,"The solver abandons approaches that prove impractical:
- After calculating ""$3^{1.414214} = \sqrt[1000000]{3^{1414214}}$"", they note ""This is not practical.""
- ""Let's use the fact that $a^x \approx a^p (1 + (x-p) \ln a)$. But we don't have $\ln a$."" (abandons this approach)
- Tries multiple approaches to decompose the exponent before settling on the decimal expansion method","A simple calculator is given to you. (It contains 8 digits and only does the operations +,-,*,/, $ \sqrt{\mbox{}}$ ) How can you find  $ 3^{\sqrt{2}}$  with accuracy of 6 digits."
Recursive Thinking,1,1.2658227848101267,The ability to recursive thinking in mathematical problem-solving.,No evidence provided.,"You are given integrable random variables \( X, Y_0 \) and \( Z_0 \) on the same probability space \( (\Omega, \mathcal{F}, \mathbb{P}) \), and two \( \sigma \)-algebras \( \mathcal{A} \subset \mathca..."
Complementary Counting,1,1.2658227848101267,The ability to complementary counting in mathematical problem-solving.,No evidence provided.,"Find the number of permutations of $1, 2, 3, 4, 5, 6$ such that for each $k$ with $1$ $\leq$ $k$ $\leq$ $5$ , at least one of the first $k$ terms of the permutation is greater than $k$ ."
Systematic Enumeration,1,1.2658227848101267,The ability to methodically list all possibilities in an organized manner without omissions.,"""The divisors are of the form $2^a \times 29^b \times 59^c$, where $0 \leq a \leq 3$, $0 \leq b \leq 1$, $0 \le

Identified Skills:",Let $P_1^{}$ be a regular $r~\mbox{gon}$ and $P_2^{}$ be a regular $s~\mbox{gon}$ $(r\geq s\geq 3)$ such that each interior angle of $P_1^{}$ is $\frac{59}{58}$ as large as each interior angle of $P_2...
Algebraic Manipulation and Transformation,1,1.2658227848101267,The ability to algebraic manipulation and transformation in mathematical problem-solving.,No evidence provided.,"Compute the number of triples $(f, g, h)$ of permutations on $\{1,2,3,4,5\}$ such that $$ \begin{aligned} & f(g(h(x)))=h(g(f(x)))=g(x), \\ & g(h(f(x)))=f(h(g(x)))=h(x), \text { and } \\ & h(f(g(x)))=g..."
Systematic Constraint Analysis,1,1.2658227848101267,The ability to systematic constraint analysis in mathematical problem-solving.,No evidence provided.,"Compute the number of triples $(f, g, h)$ of permutations on $\{1,2,3,4,5\}$ such that $$ \begin{aligned} & f(g(h(x)))=h(g(f(x)))=g(x), \\ & g(h(f(x)))=f(h(g(x)))=h(x), \text { and } \\ & h(f(g(x)))=g..."
Pattern Recognition in Abstract Structures,1,1.2658227848101267,The ability to pattern recognition in abstract structures in mathematical problem-solving.,No evidence provided.,"Compute the number of triples $(f, g, h)$ of permutations on $\{1,2,3,4,5\}$ such that $$ \begin{aligned} & f(g(h(x)))=h(g(f(x)))=g(x), \\ & g(h(f(x)))=f(h(g(x)))=h(x), \text { and } \\ & h(f(g(x)))=g..."
Combinatorial Enumeration,1,1.2658227848101267,The ability to combinatorial enumeration in mathematical problem-solving.,No evidence provided.,"Compute the number of triples $(f, g, h)$ of permutations on $\{1,2,3,4,5\}$ such that $$ \begin{aligned} & f(g(h(x)))=h(g(f(x)))=g(x), \\ & g(h(f(x)))=f(h(g(x)))=h(x), \text { and } \\ & h(f(g(x)))=g..."
Problem Reformulation and Representation,1,1.2658227848101267,The ability to problem reformulation and representation in mathematical problem-solving.,No evidence provided.,"Find the number of permutations of $1, 2, 3, 4, 5, 6$ such that for each $k$ with $1$ $\leq$ $k$ $\leq$ $5$ , at least one of the first $k$ terms of the permutation is greater than $k$ ."
Calculus,1,1.2658227848101267,The ability to calculus in mathematical problem-solving.,No evidence provided.,1.2.2. A process called free convection occurs when the air density increases with altitude. At which values of $\Lambda$ does the free convection occur?
