Skill,Count,Percentage,Definition,Evidence,Math Example
Inductive Reasoning,2,0.7142857142857143,The ability to inductive reasoning in mathematical problem-solving.,The solver attempts to generalize from specific examples to a pattern.,"Anna and Berta play a game in which they take turns in removing marbles from a table. Anna takes the first turn. When at the beginning of the turn there are  $n\geq 1$  marbles on the table, then the ..."
Domain Knowledge Application,2,0.7142857142857143,The ability to domain knowledge application in mathematical problem-solving.,No evidence provided.,2.  The potential due to the line charge could be written as
Systematic Case Analysis,1,0.35714285714285715,Breaking down a problem into distinct cases and methodically analyzing each one.,"- ""Since $x>0$ and $m_2$ is an integer, $x$ must be a positive divisor of 5. So $x \in \{1, 5\}$.""
- ""Case 1: $x=1$... Case 2: $x=5$...""
- Later, the solver systematically tests different values of $b_2$ (0 and 1) to find valid solutions.","Consider the additive group  $\mathbb{Z}^{2}$ . Let  $H$  be the smallest subgroup containing  $(3,8), (4,-1)$  and  $(5,4)$ ."
Mathematical Manipulation and Algebraic Reasoning,1,0.35714285714285715,The ability to mathematical manipulation and algebraic reasoning in mathematical problem-solving.,No evidence provided.,A2 Find the electron number density $n_{e}$ at equilibrium when both external ionizers are switched on simultaneously.
Hypothesis Generation and Testing,1,0.35714285714285715,Formulating multiple possible explanations or approaches and evaluating them against the problem constraints.,"- ""Consider the possibility that the stopping distance 's' from part 'a' is relevant.""
- ""Let's assume the net force causing the motion is dependent on position or time...""
- ""Let's assume the net force causing the motion depends on position, e.g., $F = kx$.""
- ""If the net force depends on time, e.g., $F = kt$.""","b. Let the box start at $x=0$, and let $t=0$ be the time the box first starts moving. Find the acceleration of the box in terms of $x, t, v_{0}, s$, and the other parameters, while the box is moving."
Equation Manipulation,1,0.35714285714285715,The ability to manipulate mathematical equations to isolate variables or express relationships in different forms.,"- ""Using Newton's second law, $F_{net} = ma$, where $a$ is the acceleration. So, $ma = F_{app} - \mu_k mg$. $a = \frac{F_{app}}{m} - \mu_k g$.""
- ""From equation 2: $x = v_0 t + \frac{1}{2}at^2$, $2x = 2v_0 t + at^2$, $at^2 = 2x - 2v_0 t$, $a = \frac{2x - 2v_0 t}{t^2} = \frac{2x}{t^2} - \frac{2v_0}{t}$""","b. Let the box start at $x=0$, and let $t=0$ be the time the box first starts moving. Find the acceleration of the box in terms of $x, t, v_{0}, s$, and the other parameters, while the box is moving."
Strategic Flexibility and Adaptive Problem,1,0.35714285714285715,The ability to strategic flexibility and adaptive problem in mathematical problem-solving.,No evidence provided.,A2 Find the electron number density $n_{e}$ at equilibrium when both external ionizers are switched on simultaneously.
Conceptual Understanding and Domain Knowledge Application,1,0.35714285714285715,The ability to conceptual understanding and domain knowledge application in mathematical problem-solving.,No evidence provided.,A2 Find the electron number density $n_{e}$ at equilibrium when both external ionizers are switched on simultaneously.
Contextual Interpretation,1,0.35714285714285715,"The ability to understand a problem within its broader context, making inferences about missing information.","- ""Let's first understand the context of the problem. This is related to a previous part, which we unfortunately don't have.""
- ""Without the context of part 'a', we need to make some reasonable assumptions.""
- ""The parameters provided are $x$ (position), $t$ (time), $v_0$ (initial velocity...), $s$ (likely related to some distance or parameter from the previous part)...""","b. Let the box start at $x=0$, and let $t=0$ be the time the box first starts moving. Find the acceleration of the box in terms of $x, t, v_{0}, s$, and the other parameters, while the box is moving."
Identified Skills,1,0.35714285714285715,The ability to identified skills in mathematical problem-solving.,No evidence provided.,"2.1. The change of the parcel temperature $T_{\text {parcel }}$ with altitude is defined by $\frac{d T_{\text {parcel }}}{d z}=-G$. Derive the expression of $G\left(T, T_{\text {parcel }}\right)$."
Multiple Representation Strategies,1,0.35714285714285715,The ability to multiple representation strategies in mathematical problem-solving.,No evidence provided.,"2.1. The change of the parcel temperature $T_{\text {parcel }}$ with altitude is defined by $\frac{d T_{\text {parcel }}}{d z}=-G$. Derive the expression of $G\left(T, T_{\text {parcel }}\right)$."
Critical Evaluation and Reframing,1,0.35714285714285715,The ability to critical evaluation and reframing in mathematical problem-solving.,No evidence provided.,"2.1. The change of the parcel temperature $T_{\text {parcel }}$ with altitude is defined by $\frac{d T_{\text {parcel }}}{d z}=-G$. Derive the expression of $G\left(T, T_{\text {parcel }}\right)$."
Problem Representation and Structuring,1,0.35714285714285715,The ability to problem representation and structuring in mathematical problem-solving.,No evidence provided.,"Consider a forward contract on a 4-year bond with maturity 1 year. The current value of the bond is $1018.86, it has a face value of $1000 and a coupon rate of 10% per annum. A coupon has just been pa..."
Multiple Solution Pathway Generation,1,0.35714285714285715,The ability to multiple solution pathway generation in mathematical problem-solving.,No evidence provided.,"Consider a forward contract on a 4-year bond with maturity 1 year. The current value of the bond is $1018.86, it has a face value of $1000 and a coupon rate of 10% per annum. A coupon has just been pa..."
Conceptual Clarification,1,0.35714285714285715,The ability to conceptual clarification in mathematical problem-solving.,No evidence provided.,"a. Derive an expression for the deviation of the compass, $\delta \theta$, from north as a function of $K_{b}$, $K_{s}$, and $\theta$."
Numerical Substitution and Computation,1,0.35714285714285715,The ability to substitute specific values into expressions and perform accurate,No evidence provided.,"Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Algebraic Simplification,1,0.35714285714285715,The ability to manipulate and simplify algebraic expressions to more manageable forms.,"- ""r'(t) x r''(t) = i(0 + 12sin(t)) - j(0 + 15cos(t)) + k(20sin^2(t) + 20cos^2(t))""
- ""r'(t) x r''(t) = 12sin(t)i - 15cos(t)j + 20k"" (using sin²(t) + cos²(t) = 1)","Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Vector Algebra Manipulation,1,0.35714285714285715,"The ability to perform operations specific to vectors, such as cross products, and understand their geometric implications.","The detailed calculation of the cross product:
```
r'(t) x r''(t) =  | i     j     k   |
                 | -5sin(t)  4cos(t)  3 |
                 | -5cos(t) -4sin(t) 0 |
```","Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Calculus Procedural Fluency,1,0.35714285714285715,The ability to accurately perform calculus operations like differentiation with proper application of rules.,"- ""r'(t) = d/dt (5cos(t))i + d/dt (4sin(t))j + d/dt (3t)k""
- ""r'(t) = -5sin(t)i + 4cos(t)j + 3k""
- ""r''(t) = d/dt (-5sin(t))i + d/dt (4cos(t))j + d/dt (3)k""
- ""r''(t) = -5cos(t)i - 4sin(t)j + 0k""","Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Sequential Decomposition,1,0.35714285714285715,Breaking down a complex problem into a series of manageable steps that can be executed in sequence.,"The solver methodically works through the problem in clear stages:
1. ""First, find the first derivative r'(t).""
2. ""Next, find the second derivative r''(t).""
3. ""Now, find the cross product r'(t) x r''(t).""
4. ""Now find the magnitude of r'(t) x r''(t).""
5. ""Now find the magnitude of r'(t).""
6. ""Now we need to evaluate at t = 4π/3.""","Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Decomposition of Complex Problems,1,0.35714285714285715,The ability to decomposition of complex problems in mathematical problem-solving.,No evidence provided.,"FemtoPravis is walking on an $8 \times 8$ chessboard that wraps around at its edges (so squares on the left edge of the chessboard are adjacent to squares on the right edge, and similarly for the top ..."
Financial Reasoning,1,0.35714285714285715,The ability to financial reasoning in mathematical problem-solving.,No evidence provided.,"Consider a forward contract on a 4-year bond with maturity 1 year. The current value of the bond is $1018.86, it has a face value of $1000 and a coupon rate of 10% per annum. A coupon has just been pa..."
Rule Derivation and Verification,1,0.35714285714285715,The ability to rule derivation and verification in mathematical problem-solving.,No evidence provided.,There are  $n\leq 99$  people around a circular table. At every moment everyone can either be truthful (always says the truth) or a liar (always lies). Initially some of people (possibly none) are tru...
Domain Knowledge Activation,1,0.35714285714285715,Retrieving and applying specialized knowledge from long-term memory relevant to the problem domain.,"The solver immediately recalls key properties of the delta function potential:
- ""The potential V(x) = -α δ(x) has a single bound state.""
- ""The energy of this bound state is given by E = -mα^2 / (2ℏ^2).""
- Knowledge of the wavefunction form: ""ψ(x) = A e^(-κ|x|)""","A particle of mass m moves in a 1D potential given by V(x) = -α δ(x), where δ(x) is the usual Dirac delta function, and α is some positive constant. The particle is bound. Find the value of x0 such th..."
Modular Arithmetic,1,0.35714285714285715,The ability to modular arithmetic in mathematical problem-solving.,"- Analyzing $P(n)$ modulo 5: $P(n) \equiv n^3 + n^4 = n^3(1+n) \pmod{5}$
- Analyzing $P(n)$ modulo 9: $P(n) \equiv 0 + 3n + 3n^2 + 6n^3 + n^4 \pmod{9}$
- Analyzing $P(n)$ modulo 16: $P(n) \equiv 8 + 8n - 2n^2 + 6n^3 + n^4 \pmod{16}$",Find the number of positive integers $n$ less than $2017$ such that \[1+n+\frac{n^2}{2!}+\frac{n^3}{3!}+\frac{n^4}{4!}+\frac{n^5}{5!}+\frac{n^6}{6!}\] is an integer.
Physical Insight and Simplification,1,0.35714285714285715,The ability to physical insight and simplification in mathematical problem-solving.,No evidence provided.,"Which one of the following is a correct expression for the Scharfetter-Gummel discretized drift-diffusion model equation for current?  In the following expressions $J{n,j+1/2}$ is the electron current..."
Mathematical Transformation,1,0.35714285714285715,The ability to mathematical transformation in mathematical problem-solving.,No evidence provided.,"Which one of the following is a correct expression for the Scharfetter-Gummel discretized drift-diffusion model equation for current?  In the following expressions $J{n,j+1/2}$ is the electron current..."
Recursive Thinking,1,0.35714285714285715,The ability to recursive thinking in mathematical problem-solving.,No evidence provided.,"You are given integrable random variables \( X, Y_0 \) and \( Z_0 \) on the same probability space \( (\Omega, \mathcal{F}, \mathbb{P}) \), and two \( \sigma \)-algebras \( \mathcal{A} \subset \mathca..."
Number Theory Knowledge Application,1,0.35714285714285715,The ability to number theory knowledge application in mathematical problem-solving.,"- Using the prime factorization of 720 = $2^4 \cdot 3^2 \cdot 5$
- Applying Fermat's Little Theorem: $n^5 \equiv n \pmod{5}$
- Understanding that if $n \equiv 0 \pmod{6}$ and $n \equiv 0 \pmod{5}$, then $n \equiv 0 \pmod{30}$",Find the number of positive integers $n$ less than $2017$ such that \[1+n+\frac{n^2}{2!}+\frac{n^3}{3!}+\frac{n^4}{4!}+\frac{n^5}{5!}+\frac{n^6}{6!}\] is an integer.
Strategic Exploration of Multiple Approaches,1,0.35714285714285715,Attempting different solution methods when one approach doesn't yield immediate results.,"- After working with congruences: ""This doesn't seem to simplify the problem much due to the unknowns $k_1, k_2$. Let's go back to the congruences.""
- ""Let's consider the divisibility rules directly.""
- ""Consider the relationship between $X$ and $Y$.""
- ""Alternatively, consider the digits.""","Suppose  $E$ ,  $I$ ,  $L$ ,  $V$  are (not necessarily distinct) nonzero digits in base ten for which"
Modular Arithmetic Application,1,0.35714285714285715,The ability to modular arithmetic application in mathematical problem-solving.,No evidence provided.,"FemtoPravis is walking on an $8 \times 8$ chessboard that wraps around at its edges (so squares on the left edge of the chessboard are adjacent to squares on the right edge, and similarly for the top ..."
Algebraic Representation and Formalization,1,0.35714285714285715,Converting word problems into precise mathematical notation and equations.,"- ""Let the two four-digit numbers be $N_1 = 1000E + 100V + 10I + L$ and $N_2 = 1000V + 100I + 10L + E$.""
- ""The divisibility conditions can be written as: $1000E + 100V + 10I + L = 73k_1$ for some integer $k_1$. $1000V + 100I + 10L + E = 74k_2$ for some integer $k_2$.""","Suppose  $E$ ,  $I$ ,  $L$ ,  $V$  are (not necessarily distinct) nonzero digits in base ten for which"
Algebraic Substitution,1,0.35714285714285715,The ability to algebraic substitution in mathematical problem-solving.,"- Using the constraint x₁+x₂+x₃=1 to eliminate variables: ""Substitute x₁ = 1-x₂-x₃""
- Leveraging the identity (x₁+x₂+x₃)² = 1 to simplify expressions: ""We know (x₁+x

Top Skills:","Let \( x_{1}, x_{2}, x_{3} \) be non-negative real numbers such that \( x_{1}+x_{2}+x_{3}=1 \). Find the minimum and maximum values of \(\left(x_{1}+3 x_{2}+5 x_{3}\right)\left(x_{1}+\frac{x_{2}}{3}+\..."
Optimization Techniques,1,0.35714285714285715,The ability to optimization techniques in mathematical problem-solving.,"- Finding extrema of parametric functions: ""Maximum of t(1-t) occurs at t = 1/2, value 1/4""
- Comparing maxima across different cases: ""Comparing the maximum values on the boundaries: 4/3, 9/5, 16/15""
- Analyzing the behavior of functions to determine ranges: ""Range of g(t) is [1, 1+4/3×1/4] = [1, 1+1/3] = [1, 4/3]""

The solver applies optimization techniques to find minimum and maximum values of functions.","Let \( x_{1}, x_{2}, x_{3} \) be non-negative real numbers such that \( x_{1}+x_{2}+x_{3}=1 \). Find the minimum and maximum values of \(\left(x_{1}+3 x_{2}+5 x_{3}\right)\left(x_{1}+\frac{x_{2}}{3}+\..."
Parameterization,1,0.35714285714285715,The ability to parameterization in mathematical problem-solving.,No evidence provided.,"Suppose you have a sphere tangent to the  $xy$ -plane with its center having positive  $z$ -coordinate.  If it is projected from a point  $P=(0,b,a)$  to the  $xy$ -plane, it gives the conic section  ..."
"Abstraction

Top Skills",1,0.35714285714285715,"The ability to abstraction

top skills in mathematical problem-solving.",No evidence provided.,Find all numbers  $ n $  for which there exist three (not necessarily distinct) roots of unity of order  $ n $  whose sum is  $
Connecting to Answer Choices,1,0.35714285714285715,The ability to connecting to answer choices in mathematical problem-solving.,"""The answer choice that matches our calculations is (C) 25% carrier and 25% diseased.""",Enya and John are of normal phenotype but they have a son with a genetic condition that is caused by a mutation in the DMD gene and is a sex-linked recessive disorder. What are the chances of having a...
Equation Formulation,1,0.35714285714285715,Converting geometric relationships into algebraic equations that can be solved.,"> ""The line EG passes through (0,0) and (5, h). The equation of the line is y = (h/5)x.""
> ""Area = (1/2) × 10 × (10 + (10 - 100/h)) = 5 × (20 - 100/h) = 100 - 500/h.""","Square $AIME$ has sides of length $10$ units.  Isosceles triangle $GEM$ has base $EM$ , and the area common to triangle $GEM$ and square $AIME$ is $80$ square units.  Find the length of the altitude t..."
Probabilistic Reasoning,1,0.35714285714285715,The ability to probabilistic reasoning in mathematical problem-solving.,No evidence provided.,"FemtoPravis is walking on an $8 \times 8$ chessboard that wraps around at its edges (so squares on the left edge of the chessboard are adjacent to squares on the right edge, and similarly for the top ..."
Visual Organization,1,0.35714285714285715,The ability to visual organization in mathematical problem-solving.,"""Setting up a Punnett Square: We need to consider the possible combinations of alleles passed down from the parents.""",Enya and John are of normal phenotype but they have a son with a genetic condition that is caused by a mutation in the DMD gene and is a sex-linked recessive disorder. What are the chances of having a...
Deductive Reasoning,1,0.35714285714285715,The ability to deductive reasoning in mathematical problem-solving.,"""Since the son has the disease, he must have inherited the recessive allele from his mother. Since the parents are of normal phenotype, the father doesn't have the recessive allele, and the mother must be a carrier.""",Enya and John are of normal phenotype but they have a son with a genetic condition that is caused by a mutation in the DMD gene and is a sex-linked recessive disorder. What are the chances of having a...
Symbolic Representation,1,0.35714285714285715,The ability to symbolic representation in mathematical problem-solving.,"""Let 'X' represent the normal allele and 'x' represent the recessive allele for the DMD gene.""",Enya and John are of normal phenotype but they have a son with a genetic condition that is caused by a mutation in the DMD gene and is a sex-linked recessive disorder. What are the chances of having a...
Coordinate System Transformation,1,0.35714285714285715,The ability to coordinate system transformation in mathematical problem-solving.,No evidence provided.,"a. Derive an expression for the deviation of the compass, $\delta \theta$, from north as a function of $K_{b}$, $K_{s}$, and $\theta$."
State Transition Analysis,1,0.35714285714285715,The ability to state transition analysis in mathematical problem-solving.,No evidence provided.,There are  $n\leq 99$  people around a circular table. At every moment everyone can either be truthful (always says the truth) or a liar (always lies). Initially some of people (possibly none) are tru...
Analytical Solution Techniques,1,0.35714285714285715,The ability to analytical solution techniques in mathematical problem-solving.,No evidence provided.,"Which one of the following is a correct expression for the Scharfetter-Gummel discretized drift-diffusion model equation for current?  In the following expressions $J{n,j+1/2}$ is the electron current..."
Strategy Shifting,1,0.35714285714285715,The ability to strategy shifting in mathematical problem-solving.,No evidence provided.,"a. Derive an expression for the deviation of the compass, $\delta \theta$, from north as a function of $K_{b}$, $K_{s}$, and $\theta$."
Vector Decomposition,1,0.35714285714285715,The ability to vector decomposition in mathematical problem-solving.,No evidence provided.,"a. Derive an expression for the deviation of the compass, $\delta \theta$, from north as a function of $K_{b}$, $K_{s}$, and $\theta$."
Force Analysis and Physical Modeling,1,0.35714285714285715,The ability to force analysis and physical modeling in mathematical problem-solving.,No evidence provided.,"a. Derive an expression for the deviation of the compass, $\delta \theta$, from north as a function of $K_{b}$, $K_{s}$, and $\theta$."
Pattern Recognition and Algebraic Manipulation,1,0.35714285714285715,The ability to pattern recognition and algebraic manipulation in mathematical problem-solving.,No evidence provided.,Let $z$ be a complex number such that $z^{23} = 1$ and $z \neq 1.$  Find
Systematic Verification,1,0.35714285714285715,The ability to systematic verification in mathematical problem-solving.,The solver consistently checks whether derived values satisfy all constraints.,"A set contains four numbers. The six pairwise sums of distinct elements of the set, in no particular order, are $189$ , $320$ , $287$ , $234$ , $x$ , and $y$ . Find the greatest possible value of $x+y..."
Problem Representation and Formalization,1,0.35714285714285715,The ability to problem representation and formalization in mathematical problem-solving.,No evidence provided.,"FemtoPravis is walking on an $8 \times 8$ chessboard that wraps around at its edges (so squares on the left edge of the chessboard are adjacent to squares on the right edge, and similarly for the top ..."
Modular Arithmetic Reasoning,1,0.35714285714285715,The ability to modular arithmetic reasoning in mathematical problem-solving.,No evidence provided.,"Adults made up $\frac5{12}$ of the crowd of people at a concert. After a bus carrying $50$ more people arrived, adults made up $\frac{11}{25}$ of the people at the concert. Find the minimum number of ..."
Variable Definition and Problem Representation,1,0.35714285714285715,The ability to variable definition and problem representation in mathematical problem-solving.,No evidence provided.,"Adults made up $\frac5{12}$ of the crowd of people at a concert. After a bus carrying $50$ more people arrived, adults made up $\frac{11}{25}$ of the people at the concert. Find the minimum number of ..."
Approximation,1,0.35714285714285715,The ability to approximation in mathematical problem-solving.,No evidence provided.,Find the ratio of forward-bias to reverse-bias currents when the same voltage 1.5 V is applied in both forward and reverse. Assume room temperature 293 K.
